code,name,org,portal,freq,domain,goals,keywords,note,url,org_url,display,order
K152,해양쓰레기 수거·처리 현황,해양수산부·해양환경공단,기관 누리집,연,해양,"12,14","해양쓰레기,해양폐기물,수거,부유쓰레기",,https://kosis.kr/search/search.do?query=%ED%95%B4%EC%96%91%EC%93%B0%EB%A0%88%EA%B8%B0%20%EC%88%98%EA%B1%B0%C2%B7%EC%B2%98%EB%A6%AC%20%ED%98%84%ED%99%A9,https://www.mof.go.kr,TRUE,80
K153,해양보호구역 지정 현황,해양수산부,기관 누리집,연,해양,14,"해양보호구역,습지보호,보전,갯벌",,https://kosis.kr/search/search.do?query=%ED%95%B4%EC%96%91%EB%B3%B4%ED%98%B8%EA%B5%AC%EC%97%AD%20%EC%A7%80%EC%A0%95%20%ED%98%84%ED%99%A9,https://www.mof.go.kr,TRUE,81
K154,해수면 상승·해수온 관측,국립해양조사원,기관 누리집,연,해양,"13,14","해수면,해수온,조위,연안침식",,https://kosis.kr/search/search.do?query=%ED%95%B4%EC%88%98%EB%A9%B4%20%EC%83%81%EC%8A%B9%C2%B7%ED%95%B4%EC%88%98%EC%98%A8%20%EA%B4%80%EC%B8%A1,https://www.khoa.go.kr,TRUE,82
K160,산림기본통계,산림청,KOSIS,5년,산림,15,"산림,임야,산림면적,임목축적,조림",,https://kosis.kr/search/search.do?query=%EC%82%B0%EB%A6%BC%EA%B8%B0%EB%B3%B8%ED%86%B5%EA%B3%84,https://www.forest.go.kr,TRUE,83
K161,국가생물종목록·생물다양성 통계,국립생물자원관,기관 누리집,연,생물다양성,"14,15","생물다양성,생물종,멸종위기,고유종,복원",,https://kosis.kr/search/search.do?query=%EA%B5%AD%EA%B0%80%EC%83%9D%EB%AC%BC%EC%A2%85%EB%AA%A9%EB%A1%9D%C2%B7%EC%83%9D%EB%AC%BC%EB%8B%A4%EC%96%91%EC%84%B1%20%ED%86%B5%EA%B3%84,https://www.nibr.go.kr,TRUE,84
K162,자연환경조사,국립생태원·환경부,기관 누리집,주기적,생태,15,"자연환경,생태우수,서식지,훼손지,생태축",,https://kosis.kr/search/search.do?query=%EC%9E%90%EC%97%B0%ED%99%98%EA%B2%BD%EC%A1%B0%EC%82%AC,https://www.nie.re.kr,TRUE,85
K163,보호지역 지정 현황,환경부·국립공원공단,기관 누리집,연,생태,"14,15","보호지역,국립공원,생태경관보전지역,습지보호지역",,https://kosis.kr/search/search.do?query=%EB%B3%B4%ED%98%B8%EC%A7%80%EC%97%AD%20%EC%A7%80%EC%A0%95%20%ED%98%84%ED%99%A9,https://www.me.go.kr,TRUE,86
K164,토지피복지도,환경부,기관 누리집,주기적,국토,"11,15","토지피복,토지이용,불투수,녹지면적",,https://kosis.kr/search/search.do?query=%ED%86%A0%EC%A7%80%ED%94%BC%EB%B3%B5%EC%A7%80%EB%8F%84,https://www.me.go.kr,TRUE,87
K165,야생동물 밀렵·밀거래 단속실적,환경부,기관 누리집,연,생태,15,"야생동물,밀렵,밀거래,단속",,https://kosis.kr/search/search.do?query=%EC%95%BC%EC%83%9D%EB%8F%99%EB%AC%BC%20%EB%B0%80%EB%A0%B5%C2%B7%EB%B0%80%EA%B1%B0%EB%9E%98%20%EB%8B%A8%EC%86%8D%EC%8B%A4%EC%A0%81,https://www.me.go.kr,TRUE,88
K170,범죄분석·경찰통계연보,경찰청·대검찰청,KOSIS,연,치안,16,"범죄,검거,발생,치안,피해",,https://kosis.kr/search/search.do?query=%EB%B2%94%EC%A3%84%EB%B6%84%EC%84%9D%C2%B7%EA%B2%BD%EC%B0%B0%ED%86%B5%EA%B3%84%EC%97%B0%EB%B3%B4,https://www.police.go.kr,TRUE,89
K171,아동학대 주요통계,보건복지부·아동권리보장원,기관 누리집,연,아동,"5,16","아동학대,학대,피해아동,발견율",,https://kosis.kr/search/search.do?query=%EC%95%84%EB%8F%99%ED%95%99%EB%8C%80%20%EC%A3%BC%EC%9A%94%ED%86%B5%EA%B3%84,https://www.mohw.go.kr,TRUE,90
K172,정보공개 연차보고서,행정안전부,기관 누리집,연,행정,16,"정보공개,청구,공개율,투명성",,https://kosis.kr/search/search.do?query=%EC%A0%95%EB%B3%B4%EA%B3%B5%EA%B0%9C%20%EC%97%B0%EC%B0%A8%EB%B3%B4%EA%B3%A0%EC%84%9C,https://www.mois.go.kr,TRUE,91
K173,부패인식지수(CPI),국제투명성기구,국제기구,연,행정,16,"부패,청렴,투명성,부패인식",,https://kosis.kr/search/search.do?query=%EB%B6%80%ED%8C%A8%EC%9D%B8%EC%8B%9D%EC%A7%80%EC%88%98(CPI),https://www.transparency.org,TRUE,92
K174,법률구조 통계,대한법률구조공단,기관 누리집,연,사법,16,"법률구조,사법접근,구조건수",,https://kosis.kr/search/search.do?query=%EB%B2%95%EB%A5%A0%EA%B5%AC%EC%A1%B0%20%ED%86%B5%EA%B3%84,https://www.klac.or.kr,TRUE,93
K175,출생신고·가족관계등록 통계,법원행정처,기관 누리집,연,행정,16,"출생등록,출생신고,가족관계등록",,https://kosis.kr/search/search.do?query=%EC%B6%9C%EC%83%9D%EC%8B%A0%EA%B3%A0%C2%B7%EA%B0%80%EC%A1%B1%EA%B4%80%EA%B3%84%EB%93%B1%EB%A1%9D%20%ED%86%B5%EA%B3%84,https://www.scourt.go.kr,TRUE,94
K180,대한민국 ODA 통계,국무조정실·한국수출입은행,기관 누리집,연,국제협력,17,"ODA,공적개발원조,개발협력,GNI대비,무상원조,유상원조",,https://kosis.kr/search/search.do?query=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%20ODA%20%ED%86%B5%EA%B3%84,https://www.opm.go.kr,TRUE,95
K181,OECD DAC 개발협력 통계,OECD,국제기구,연,국제협력,17,"DAC,국제비교,원조,개발재원",,https://kosis.kr/search/search.do?query=OECD%20DAC%20%EA%B0%9C%EB%B0%9C%ED%98%91%EB%A0%A5%20%ED%86%B5%EA%B3%84,https://www.oecd.org,TRUE,96
K182,무역통계,관세청·한국무역협회,기관 누리집,월·연,무역,"8,17","수출,수입,교역,무역,개발도상국",,https://kosis.kr/search/search.do?query=%EB%AC%B4%EC%97%AD%ED%86%B5%EA%B3%84,https://www.customs.go.kr,TRUE,97
K183,국제투자대조표·해외직접투자 통계,한국은행·한국수출입은행,기관 누리집,분기·연,투자,17,"해외직접투자,투자규모,FDI",,https://kosis.kr/search/search.do?query=%EA%B5%AD%EC%A0%9C%ED%88%AC%EC%9E%90%EB%8C%80%EC%A1%B0%ED%91%9C%C2%B7%ED%95%B4%EC%99%B8%EC%A7%81%EC%A0%91%ED%88%AC%EC%9E%90%20%ED%86%B5%EA%B3%84,https://www.bok.or.kr,TRUE,98
K190,환경교육 추진현황,환경부·환경보전협회,기관 누리집,연,환경교육,"4,12,13","환경교육,환경교육 수혜,환경학습,교육 수혜자",,https://kosis.kr/search/search.do?query=%ED%99%98%EA%B2%BD%EA%B5%90%EC%9C%A1%20%EC%B6%94%EC%A7%84%ED%98%84%ED%99%A9,https://www.me.go.kr,TRUE,99
K191,국민환경의식조사,한국환경연구원(KEI),기관 누리집,연,환경의식,"12,13","환경의식,환경인식,국민의식,환경태도",,https://kosis.kr/search/search.do?query=%EA%B5%AD%EB%AF%BC%ED%99%98%EA%B2%BD%EC%9D%98%EC%8B%9D%EC%A1%B0%EC%82%AC,https://www.kei.re.kr,TRUE,100
K192,농업환경변동조사(토양 이화학성),농촌진흥청,기관 누리집,4년,농업환경,"2,15","토양,밭토양,논토양,산도,pH,유기물,토양환경",,https://kosis.kr/search/search.do?query=%EB%86%8D%EC%97%85%ED%99%98%EA%B2%BD%EB%B3%80%EB%8F%99%EC%A1%B0%EC%82%AC(%ED%86%A0%EC%96%91%20%EC%9D%B4%ED%99%94%ED%95%99%EC%84%B1),https://www.rda.go.kr,TRUE,101
K193,국가농업유전자원 관리 현황,농촌진흥청 농업유전자원센터,기관 누리집,연,유전자원,"2,15","식물유전자원,유전자원,종자,보존시설,자원 점수",,https://kosis.kr/search/search.do?query=%EA%B5%AD%EA%B0%80%EB%86%8D%EC%97%85%EC%9C%A0%EC%A0%84%EC%9E%90%EC%9B%90%20%EA%B4%80%EB%A6%AC%20%ED%98%84%ED%99%A9,https://genebank.rda.go.kr,TRUE,102
K194,가축유전자원 관리 현황,국립축산과학원,기관 누리집,연,유전자원,"2,15","동물유전자원,가축유전자원,축산자원,정액,수정란",,https://kosis.kr/search/search.do?query=%EA%B0%80%EC%B6%95%EC%9C%A0%EC%A0%84%EC%9E%90%EC%9B%90%20%EA%B4%80%EB%A6%AC%20%ED%98%84%ED%99%A9,https://www.nias.go.kr,TRUE,103
K195,정부양곡 수급 및 비축 현황,농림축산식품부,기관 누리집,연,식량,2,"비축미,정부비축,양곡,재고량,식량비축,공공비축",,https://kosis.kr/search/search.do?query=%EC%A0%95%EB%B6%80%EC%96%91%EA%B3%A1%20%EC%88%98%EA%B8%89%20%EB%B0%8F%20%EB%B9%84%EC%B6%95%20%ED%98%84%ED%99%A9,https://www.mafra.go.kr,TRUE,104
K196,보건의료실태조사(병상·인력 자원),보건복지부,기관 누리집,3년,보건의료,3,"병상,공공병상,의료기관,의료인력,의사수,간호사",,https://kosis.kr/search/search.do?query=%EB%B3%B4%EA%B1%B4%EC%9D%98%EB%A3%8C%EC%8B%A4%ED%83%9C%EC%A1%B0%EC%82%AC(%EB%B3%91%EC%83%81%C2%B7%EC%9D%B8%EB%A0%A5%20%EC%9E%90%EC%9B%90),https://www.mohw.go.kr,TRUE,105
K197,국제 성인역량조사(PIAAC),OECD·교육부,국제기구,약 10년,교육,4,"PIAAC,성인역량,언어역량,수리역량,숙련도,문해",,https://kosis.kr/search/search.do?query=%EA%B5%AD%EC%A0%9C%20%EC%84%B1%EC%9D%B8%EC%97%AD%EB%9F%89%EC%A1%B0%EC%82%AC(PIAAC),https://www.oecd.org,TRUE,106
K198,성인문해능력조사,교육부·국가평생교육진흥원,기관 누리집,3년,교육,4,"문해율,문해,성인문해,비문해",,https://kosis.kr/search/search.do?query=%EC%84%B1%EC%9D%B8%EB%AC%B8%ED%95%B4%EB%8A%A5%EB%A0%A5%EC%A1%B0%EC%82%AC,https://www.moe.go.kr,TRUE,107
K199,직업능력개발 통계,고용노동부·한국산업인력공단,기관 누리집,연,직업훈련,"4,8","직업훈련,직업교육,능력개발,훈련참여,재직자훈련",,https://kosis.kr/search/search.do?query=%EC%A7%81%EC%97%85%EB%8A%A5%EB%A0%A5%EA%B0%9C%EB%B0%9C%20%ED%86%B5%EA%B3%84,https://www.moel.go.kr,TRUE,108
K200,외래생물 관리 현황,환경부·국립생태원,기관 누리집,연,생태,15,"외래생물,생태계교란,관리대상종,침입종",,https://kosis.kr/search/search.do?query=%EC%99%B8%EB%9E%98%EC%83%9D%EB%AC%BC%20%EA%B4%80%EB%A6%AC%20%ED%98%84%ED%99%A9,https://www.me.go.kr,TRUE,109
K201,어가경제조사,통계청,KOSIS,연,농림어업,"2,14","어가소득,어가경제,어업소득,어가",,https://kosis.kr/search/search.do?query=%EC%96%B4%EA%B0%80%EA%B2%BD%EC%A0%9C%EC%A1%B0%EC%82%AC,https://kostat.go.kr,TRUE,110
K202,지속가능발전 이행보고·국가위원회 운영현황,국무조정실·국가지속가능발전위원회,기관 누리집,연,제도,"16,17","지속가능발전,이행점검,국가위원회,민관협의체,정책일관성,PCSD,기본계획 수립,이행보고",,https://kosis.kr/search/search.do?query=%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EB%B0%9C%EC%A0%84%20%EC%9D%B4%ED%96%89%EB%B3%B4%EA%B3%A0%C2%B7%EA%B5%AD%EA%B0%80%EC%9C%84%EC%9B%90%ED%9A%8C%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9,https://www.opm.go.kr,TRUE,111
K203,해양산성화·해양생태 관측,국립수산과학원·국립해양조사원,기관 누리집,연,해양,14,"해양산성화,pH,외해,해양관측,산도",,https://kosis.kr/search/search.do?query=%ED%95%B4%EC%96%91%EC%82%B0%EC%84%B1%ED%99%94%C2%B7%ED%95%B4%EC%96%91%EC%83%9D%ED%83%9C%20%EA%B4%80%EC%B8%A1,https://www.nifs.go.kr,TRUE,112
K204,학교 상담·복지인력 배치 현황,교육부,기관 누리집,연,교육,"3,4","전문상담교사,상담교사,배치율,학교상담,학교복지",,https://kosis.kr/search/search.do?query=%ED%95%99%EA%B5%90%20%EC%83%81%EB%8B%B4%C2%B7%EB%B3%B5%EC%A7%80%EC%9D%B8%EB%A0%A5%20%EB%B0%B0%EC%B9%98%20%ED%98%84%ED%99%A9,https://www.moe.go.kr,TRUE,113
