code,scenario_code,name,unit,kind,sdg_primary,sdg_secondary,direction,strength,badge,confidence,headline,series_name,series,series_alt,method,order
S04-I1,S04,열대야일수(수도권 권역),일/년,indirect,11,"3,7",negative,strong,R,mid,"2.8일 → 74.2일, 26배 증가",SSP5-8.5(고탄소),"[{""y"":2010,""v"":2.8,""b"":""R"",""c"":""mid""},{""y"":2050,""v"":33,""b"":""E"",""c"":""low""},{""y"":2090,""v"":74.2,""b"":""R"",""c"":""mid""}]","[{""name"":""SSP1-2.6(비교)"",""points"":[{""y"":2010,""v"":2.8},{""y"":2050,""v"":13.5},{""y"":2090,""v"":24.1}]}]","{""definition"":""일최저기온 25℃ 이상 밤의 연간 일수(수도권 권역)."",""sources"":[{""title"":""SSP 기반 남한상세 기후변화 시나리오 권역별 극한기후지수(수도권)"",""org"":""기상청"",""year"":2021,""url"":""https://www.kma.go.kr/kma/flexer/html/press/2021/12/23/ATC202112231916073_85b73f4a-2a60-4b89-b007-209beec48ad6.hwp.files/Sections1.html""}],""steps"":[""공표 표 값 인용(R). 중반기는 폭염일수와 동일한 가속 보간(E).""],""assumptions"":[""중반기 보간 방식은 S04-D3과 동일""],""limits"":""26배라는 증가배수는 이 대시보드 전체에서 가장 큰 변화율입니다. 이는 열대야가 '평균기온이 임계선을 넘는 순간 급증하는' 임계 지표이기 때문으로, 냉방 없는 주거·비닐하우스 노동·축사 등에서 사망 위험이 임계적으로 커집니다."",""badge_reason"":""공표 표 값 R, 보간 E.""}",4
S04-I2,S04,연간 온열질환자 수,명,indirect,3,"10,13",negative,strong,E,low,"3,261명(2023-24 평균) → 약 14,900명(21세기 후반) 추정, 저탄소 경로의 2.4배",SSP5-8.5(고탄소),"[{""y"":2018,""v"":4526,""b"":""R"",""c"":""high""},{""y"":2023,""v"":2818,""b"":""R"",""c"":""high""},{""y"":2024,""v"":3704,""b"":""R"",""c"":""high""},{""y"":2050,""v"":9733,""b"":""E"",""c"":""low""},{""y"":2090,""v"":14865,""b"":""E"",""c"":""low""}]","[{""name"":""SSP1-2.6(비교)"",""points"":[{""y"":2024,""v"":3704},{""y"":2050,""v"":5720},{""y"":2090,""v"":6132}]}]","{""definition"":""질병관리청 온열질환 응급실감시체계 신고 기준 연간 온열질환자 수. 산출 모형은 S03-I2와 완전히 동일하며 입력하는 폭염일수만 SSP5-8.5 값으로 바꿨습니다."",""sources"":[{""title"":""2024년 온열질환자 3,704명(사망 34명) — 전년 대비 31.4% 증가"",""org"":""질병관리청"",""year"":2024,""url"":""https://www.kdca.go.kr/board/board.es?mid=a20501020000&bid=0015&list_no=726239&act=view""},{""title"":""장래인구추계 65세 이상 비중·총인구"",""org"":""통계청"",""year"":2023,""url"":""https://www.korea.kr/briefing/policyBriefingView.do?newsId=156605259""}],""steps"":[""① 기준 발생률 63.5명/100만 명(2023~2024년 평균)."",""② 폭염 탄력성 ε_heat = 0.30(관측 2개년으로부터 추정, S03-I2와 동일)."",""③ 21세기 후반 폭염일수 7.8→86.4일(+1,008%) → 발생률 63.5 × (1 + 0.30×10.08) = 255.5명/100만 명."",""④ 고령화 보정 ×1.606(고령비중 +30.3%p, ε_age=0.02/%p) → 410.4명/100만 명."",""⑤ 인구 3,622만 명 적용 → 410.4 × 36.22 = 14,865명."",""⑥ 2050년: 폭염일수 40.0일, 고령비중 40.1%, 인구 4,711만 → 9,733명.""],""assumptions"":[""S03-I2와 동일한 탄력성 가정을 사용(0.30, 0.02/%p)"",""적응수준이 현재에서 개선되지 않는다고 가정"",""탄력성이 폭염일수 +1,000% 구간까지 선형으로 유지된다고 가정 — 관측 범위를 크게 벗어난 외삽""],""limits"":""고탄소 경로에서는 외삽 폭이 관측 범위의 10배에 달해 신뢰도가 S03-I2보다도 낮습니다. 두 방향의 오차가 공존합니다. ① 적응(냉방 100% 보급, 근무시간 조정)이 진행되면 과대추정, ② 폭염일수가 86일에 이르면 열축적으로 인해 탄력성이 커지므로 과소추정. 두 시나리오의 상대적 배수(2.4배)를 읽는 용도로만 사용하십시오."",""badge_reason"":""실적치 R, 미래 전 구간 자체 추정 E, 신뢰도 '하'.""}",5
S04-I3,S04,사과 재배적지 면적,만 ha,indirect,2,"15,8",negative,strong,R,high,2090년대 재배적지 1.8만 ha(국토의 0.2%) — 현재 실제 재배면적 3.4만 ha의 절반,2090년대 재배적지,"[{""y"":2090,""v"":1.8,""b"":""R"",""c"":""high""}]","[{""name"":""2090년대 재배가능지"",""points"":[{""y"":2090,""v"":7.1}]},{""name"":""현재 실제 재배면적(2023)"",""ref"":true,""points"":[{""y"":2023,""v"":3.4}]}]","{""definition"":""농촌진흥청이 SSP5-8.5 기반 농업용 상세 전자기후도로 산출한 사과 '재배적지'(최적 생육조건 충족 지역)와 '재배가능지'(생육은 가능한 지역) 면적. 기후변화가 농업 생산기반의 지리적 분포 자체를 바꾸는 사례로 선정했습니다."",""sources"":[{""title"":""기후변화 시나리오(SSP5-8.5) 기반 과수 재배지 변동 예측 — 2090년대 사과 재배적지 1만 8천 ha(국토의 0.2%), 재배가능지 7만 1천 ha(0.7%), 2070년대에는 강원 일부에서만 재배 가능"",""org"":""농촌진흥청"",""year"":2022,""url"":""https://www.rda.go.kr/board/board.do?mode=view&prgId=day_farmprmninfoEntry&dataNo=100000778531""},{""title"":""농작물생산조사 — 사과 재배면적 약 3.4만 ha"",""org"":""통계청"",""year"":2024,""url"":""https://kostat.go.kr/""}],""steps"":[""농촌진흥청 발표값을 그대로 인용했습니다(R)."",""비교를 위해 현재 실제 사과 재배면적(약 3.4만 ha)을 참조선으로 함께 표시했습니다."",""핵심 해석: 2090년대 재배적지(1.8만 ha)가 현재 실재배면적(3.4만 ha)의 53% 수준으로, 현 규모의 사과 산업을 유지할 최적지가 사라진다는 의미입니다.""],""assumptions"":[""농진청 산출은 SSP5-8.5 기준이며 품종개량·재배기술 혁신 효과는 미반영""],""limits"":""재배적지 축소가 곧 생산량 감소는 아닙니다. 시설재배·고랭지 이전·저온성 품종 도입으로 상당 부분 상쇄될 수 있습니다. 다만 그 상쇄에는 생산비 상승이 따르므로 SDG2(식량안보)보다 SDG8(농가소득)에 먼저 영향이 나타납니다. 시계열이 아닌 단일 시점 값이라 추세는 표현되지 않습니다."",""badge_reason"":""공표된 연구 결과값을 그대로 인용, R.""}",6
S04-I4,S04,자연재해 재산피해액,억 원(불변가격),indirect,11,"1,13",negative,medium,E,low,"연평균 4,711억 원(최근 10년) → 약 9,800억 원(21세기 후반) 추정, 자산증가 제외",,"[{""y"":2020,""v"":4711,""b"":""R"",""c"":""high""},{""y"":2024,""v"":9107,""b"":""R"",""c"":""high""},{""y"":2050,""v"":6900,""b"":""E"",""c"":""low""},{""y"":2090,""v"":9752,""b"":""E"",""c"":""low""}]",,"{""definition"":""호우·태풍·대설 등 자연재난으로 인한 연간 재산피해액. 2020년 지점은 '최근 10년 연평균 4,711억 원'을 대표값으로 배치한 것이고, 2024년은 실제 단년 피해액입니다."",""sources"":[{""title"":""재해연보 — 2024년 자연재난 재산피해 9,107억 원, 최근 10년 평균 4,711억 원"",""org"":""행정안전부"",""year"":2025,""url"":""https://www.index.go.kr/unify/idx-info.do?idxCd=4289""},{""title"":""IPCC AR6 WGI — 온난화 1℃당 극한강수 강도 약 7% 증가(클라우지우스-클라페이롱 관계)"",""org"":""IPCC"",""year"":2021,""url"":""https://www.ipcc.ch/report/ar6/wg1/""}],""steps"":[""① 기준값: 최근 10년 연평균 재산피해 4,711억 원(R)."",""② 극한강수 강도 변화 산출: 클라우지우스-클라페이롱 관계로 온난화 1℃당 +7%. 21세기 후반 +6.3℃ → 강수강도 +44%."",""③ 피해액 탄력성(M2): 재해공학에서 침수피해액은 침수심·유량의 제곱에 가깝게 증가하므로 강수강도 탄력성 2.0을 채택. 피해액 증가율 = 1.44² − 1 = +107%."",""④ 4,711 × 2.07 = 9,752억 원(21세기 후반)."",""⑤ 2050년: +3.4℃ → 강수강도 +24% → 피해액 ×1.24² = 1.54 → 7,250억 원. 다만 방재인프라 투자 효과를 5% 반영해 6,900억 원으로 조정.""],""assumptions"":[""피해액-강수강도 탄력성 2.0은 재해공학 통설을 채택한 값이며 국내 실증 추정치가 아닙니다"",""자산가치 상승·도시화 진행에 따른 노출 증가를 반영하지 않음(반영하면 훨씬 커짐)"",""방재 인프라(하수도 확충, 기후대응댐, 지하방수로) 투자 효과를 2050년에만 5% 반영"",""인구감소로 인한 노출 감소도 반영하지 않음""],""limits"":""이 대시보드에서 불확실성이 가장 큰 지표입니다. 실제 피해액은 연도별 변동이 극심해(2024년 9,107억 원 vs 10년 평균 4,711억 원, 2배 차이) 평균값 기반 추정 자체가 취약합니다. 또한 재해 피해는 '평균'이 아니라 '극단'에서 발생하므로, 정책적으로 의미 있는 것은 연평균이 아니라 100년 빈도 사상의 피해 규모입니다. 이 지표는 방향성만 나타냅니다."",""badge_reason"":""실적치 R, 미래 구간은 물리적 관계식 + 임의 탄력성 조합의 자체 추정이므로 E, 신뢰도 '하'.""}",7
S05-D1,S05,국가 온실가스 총배출량,백만 톤 CO₂eq,direct,13,"7,12",positive,strong,R,high,727.6(2018 정점) → 624.2(2023) → 436.6(2030 목표) → 284~342(2035) → 0(2050),53% 감축안(하한),"[{""y"":2018,""v"":727.6,""b"":""R"",""c"":""high""},{""y"":2023,""v"":624.2,""b"":""R"",""c"":""high""},{""y"":2030,""v"":436.6,""b"":""S"",""c"":""high""},{""y"":2035,""v"":342,""b"":""S"",""c"":""high""},{""y"":2050,""v"":0,""b"":""R"",""c"":""high""}]","[{""name"":""61% 감축안(상한)"",""points"":[{""y"":2018,""v"":727.6},{""y"":2030,""v"":436.6},{""y"":2035,""v"":283.8},{""y"":2050,""v"":0}]}]","{""definition"":""LULUCF(토지이용·산림) 부문을 제외한 국가 온실가스 총배출량. 2050년은 흡수원·CCUS를 포함한 순배출 제로를 의미합니다."",""sources"":[{""title"":""2035 국가 온실가스 감축목표(NDC) 확정 — 2018년 대비 53~61% 감축"",""org"":""국무회의·2050 탄소중립녹색성장위원회"",""year"":2025,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=148954548""},{""title"":""2023년 온실가스 배출량 6억 2,420만 톤, 전년 대비 4.4% 감소(2년 연속 감소)"",""org"":""환경부 온실가스종합정보센터"",""year"":2024,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=156650514""}],""steps"":[""① 2018년 727.6, 2023년 624.2는 국가 온실가스 인벤토리 공표값(R)."",""② 2030년 목표는 감축률로만 고시되어 있어 직접 계산했습니다(S): 727.6 × (1 − 0.40) = 436.6 백만 톤."",""③ 2035년 하한(53%): 727.6 × 0.47 = 342.0 백만 톤. 상한(61%): 727.6 × 0.39 = 283.8 백만 톤(S)."",""④ 2050년은 탄소중립(순배출 0) 선언값(R)."",""⑤ 참고 계산: 2023년 실적은 2018년 대비 −14.2%로, 2030년 −40%까지 7년간 남은 감축폭이 25.8%p입니다.""],""assumptions"":[""감축률의 기준연도 배출량이 727.6 백만 톤으로 고정(인벤토리 소급 개정 시 목표 절대량도 변동)""],""limits"":""2023년 배출 감소는 상당 부분 경기·산업생산 둔화와 원전 이용률 상승에 기인해, 구조적 감축인지 경기 효과인지 분리되지 않았습니다. 또한 2035년 목표의 53~61% 범위는 폭이 58백만 톤(2023년 배출량의 9%)에 달해 하나의 값으로 다루기 어렵습니다. 그래프에서 기본선은 하한(53%)이고 상한은 보조선으로 표시했습니다."",""badge_reason"":""실적치와 정책 선언값은 R, 감축률을 절대량으로 환산한 값은 계산식을 공개했으므로 S.""}",1
S05-D2,S05,2035년 부문별 감축률(53%안 기준),% (2018년 대비),direct,13,"7,9",positive,strong,R,high,전환 68.8% vs 산업 24.3% — 감축 부담이 발전 부문에 집중,전환(발전),"[{""y"":2035,""v"":68.8,""b"":""R"",""c"":""high""}]","[{""name"":""수송"",""points"":[{""y"":2035,""v"":60.2}]},{""name"":""건물"",""points"":[{""y"":2035,""v"":53.6}]},{""name"":""산업"",""points"":[{""y"":2035,""v"":24.3}]},{""name"":""전체 평균"",""ref"":true,""points"":[{""y"":2035,""v"":53}]}]","{""definition"":""2035 NDC 하한(53%)안에서 각 부문이 2018년 대비 감축해야 하는 비율. 기본 계열은 전환(발전) 부문이며 나머지는 보조 계열입니다."",""sources"":[{""title"":""2035 NDC 부문별 감축률 — 전환 68.8%, 수송 60.2%, 건물 53.6%, 산업 24.3%"",""org"":""정부 발표(2025.11)"",""year"":2025,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=148954548""}],""steps"":[""정부 발표 부문별 감축률을 그대로 인용했습니다(R). 계산·가공 없음.""],""assumptions"":[""53% 하한안 기준. 61% 상한안의 부문별 배분은 별도 공표 확인 필요""],""limits"":""단일 시점 값이라 감축 경로(연도별 궤적)는 보이지 않습니다. 또한 산업 부문 감축률이 24.3%로 낮게 배분된 것은 국제경쟁력 고려에 따른 정책적 판단이며, 이 때문에 전환 부문이 68.8%라는 매우 높은 부담을 지게 됩니다. 전환 부문 감축은 발전믹스(S06)에 전적으로 의존하므로 두 시나리오를 함께 보아야 합니다."",""badge_reason"":""발표 수치 그대로 인용, R.""}",2
S05-D3,S05,발전 부문 배출권 유상할당 비율,%,direct,12,"13,7",positive,medium,R,mid,10%(3차 계획) → 2030년 50%로 단계적 상향,,"[{""y"":2023,""v"":10,""b"":""R"",""c"":""mid""},{""y"":2026,""v"":20,""b"":""E"",""c"":""low""},{""y"":2030,""v"":50,""b"":""R"",""c"":""high""}]",,"{""definition"":""배출권거래제에서 발전 사업자가 무상으로 받지 않고 경매로 구매해야 하는 배출권의 비율. 탄소가격 신호가 실제 전력가격에 전달되는 정도를 나타내며, SDG12(지속가능한 생산·소비)의 시장기반 수단 지표입니다."",""sources"":[{""title"":""제4차 배출권 할당계획(2026~2030) — 발전 부문 유상할당 비율 2030년 50%까지 단계적 상향, 산업 부문 약 95% 무상할당 유지"",""org"":""환경부·2050 탄소중립녹색성장위원회"",""year"":2025,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=148954548""}],""steps"":[""2030년 50%는 제4차 할당계획의 확정 목표(R)."",""제3차 계획기간(2021~2025)의 발전 부문 유상할당 비율 10%는 2차 경로 확인이라 신뢰도 '중'."",""2026년 값은 '단계적 상향'이라는 문언만 있어 두 끝점의 선형 경로로 20%를 배치했습니다(E).""],""assumptions"":[""10%에서 50%로 5년에 걸쳐 단조 증가한다고 가정""],""limits"":""연도별 상향 스케줄이 확정 공표되지 않아 중간 연도는 추정입니다. 또한 유상할당 비율 상승이 곧 배출 감소는 아니며, 전력시장 정산 구조상 비용이 소비자 요금으로 전가되는 정도에 따라 실효성이 달라집니다."",""badge_reason"":""확정 목표는 R, 중간 경로는 E.""}",3
S05-I1,S05,1인당 온실가스 배출량,톤 CO₂eq/인,indirect,13,"12,10",positive,strong,S,mid,14.1톤(2018) → 12.2톤(2023) → 6.2톤(2035) — OECD 평균(약 8.3톤) 아래로,한국,"[{""y"":2018,""v"":14.1,""b"":""S"",""c"":""high""},{""y"":2023,""v"":12.16,""b"":""S"",""c"":""high""},{""y"":2030,""v"":8.51,""b"":""S"",""c"":""mid""},{""y"":2035,""v"":6.17,""b"":""S"",""c"":""mid""}]","[{""name"":""OECD 평균(참조선)"",""ref"":true,""points"":[{""y"":2018,""v"":8.3},{""y"":2035,""v"":8.3}]}]","{""definition"":""국가 온실가스 총배출량을 총인구로 나눈 값. 국제 비교에서 한국이 가장 자주 지적받는 지표이며, 인구감소(S01)와 배출감축(S05)이 동시에 작동한다는 점에서 두 시나리오의 교차 지표입니다."",""sources"":[{""title"":""국가 온실가스 인벤토리(2018·2023 배출량)"",""org"":""환경부 온실가스종합정보센터"",""year"":2024,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=156650514""},{""title"":""장래인구추계 총인구"",""org"":""통계청"",""year"":2023,""url"":""https://www.korea.kr/briefing/policyBriefingView.do?newsId=156605259""},{""title"":""OECD 회원국 1인당 온실가스 배출량 평균(약 8~9톤 수준)"",""org"":""OECD/IEA"",""year"":2023,""url"":""https://www.oecd.org/environment/""}],""steps"":[""① 계산식: 1인당 배출량 = 총배출량(백만 톤) ÷ 총인구(백만 명)."",""② 2018년 = 727.6 ÷ 51.61 = 14.10 톤/인."",""③ 2023년 = 624.2 ÷ 51.33 = 12.16 톤/인."",""④ 2030년 = 436.6 ÷ 51.31 = 8.51 톤/인."",""⑤ 2035년 = 342.0 ÷ 50.69 = 6.17 톤/인. (2035년 인구는 S01의 2030·2040년 값을 선형 보간한 5,069만 명)"",""⑥ 해석: 2018→2035년 1인당 배출은 56% 감소하는데, 이 중 인구감소 기여분은 1.8%p에 불과하고 나머지는 배출 감축 기여분입니다. 즉 '인구가 줄어서 배출이 준다'는 통념은 이 기간에는 성립하지 않습니다.""],""assumptions"":[""2035년 인구는 S01 중위 추계의 보간값 사용"",""OECD 평균은 시간에 따라 변하지만 참조선은 고정값으로 표시""],""limits"":""분모(인구)와 분자(배출량)의 출처 기관과 갱신 주기가 달라 완전한 정합성은 없습니다. 2030·2035년은 목표 달성을 전제한 값이므로 '전망'이 아니라 '목표 달성 시의 값'입니다. OECD 참조선은 개략값이므로 정밀 비교에는 부적합합니다."",""badge_reason"":""두 공표값을 나눈 단순 계산이므로 S. 미래 시점은 목표 전제이므로 신뢰도 '중'.""}",4
S05-I2,S05,GDP 배출집약도,톤 CO₂eq / 10억 원(2015년 실질),indirect,9,"8,12",positive,strong,S,mid,"400(2018) → 312(2023) → 약 131(2035) 추정, 탈동조화 진행",,"[{""y"":2018,""v"":400,""b"":""R"",""c"":""high""},{""y"":2023,""v"":312,""b"":""R"",""c"":""high""},{""y"":2030,""v"":194,""b"":""E"",""c"":""low""},{""y"":2035,""v"":131,""b"":""E"",""c"":""low""}]",,"{""definition"":""실질 GDP 10억 원을 생산할 때 배출되는 온실가스 톤수. 경제성장과 배출의 '탈동조화(decoupling)' 진행 정도를 보여주는 SDG9(산업의 지속가능성) 지표입니다."",""sources"":[{""title"":""온실가스 배출 원단위 — 2018년 400에서 2023년 약 312로 감소"",""org"":""환경부 온실가스종합정보센터"",""year"":2024,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=156650514""},{""title"":""국민계정 실질 GDP(2015년 기준)"",""org"":""한국은행"",""year"":2024,""url"":""https://ecos.bok.or.kr/""},{""title"":""잠재성장률 전망(2025~2030년 1.5%, 2031~2040년 0.7%)"",""org"":""KDI"",""year"":2025,""url"":""https://www.kdi.re.kr/research/analysisView?art_no=3671""}],""steps"":[""① 검산: 2023년 배출 624.2 백만 톤 ÷ 실질 GDP 약 2,001조 원 = 312 톤/10억 원. 공표값과 일치함을 확인해 단위와 기준을 확정했습니다."",""② 미래 GDP 추정: S07의 잠재성장률(2025~2030년 1.5%, 2031~2040년 0.7%)을 적용해 2030년 2,251조 원, 2035년 2,389조 원으로 외삽(M3)."",""③ 2030년 = 436.6 ÷ 2,251 = 194 톤/10억 원."",""④ 2035년 = 342.0 ÷ 2,389 = 131 톤/10억 원."",""⑤ 해석: 2018~2035년 배출은 53% 줄지만 GDP는 31% 늘어, 배출집약도는 67% 개선됩니다.""],""assumptions"":[""잠재성장률이 실제 성장률과 같다고 가정(경기변동 무시)"",""2035년까지 NDC 하한(53%)을 정확히 달성한다고 전제"",""실질 GDP 기준연도(2015년) 유지""],""limits"":""분모인 미래 GDP가 S07의 잠재성장률 전망에 의존하므로, S07이 틀리면 이 지표도 함께 틀립니다. 또한 배출집약도 개선이 산업구조 변화(제조업 비중 하락)에서 오는 것인지 기술적 효율 개선에서 오는 것인지 구분하지 못합니다 — 전자라면 배출이 해외로 이전된 것일 뿐입니다(탄소누출)."",""badge_reason"":""실적치는 공표값 R, 미래 구간은 GDP 외삽이 들어가므로 E. 지표 대표 배지는 계산 성격을 반영해 S.""}",5
S05-I3,S05,CCUS 감축 목표량,백만 톤 CO₂eq,indirect,9,"13,12",mixed,medium,R,mid,2030년 11.2백만 톤 — 아직 상용화되지 않은 기술에 감축량의 3.8%를 배정,,"[{""y"":2023,""v"":0,""b"":""S"",""c"":""high""},{""y"":2030,""v"":11.2,""b"":""R"",""c"":""mid""}]",,"{""definition"":""탄소포집·활용·저장(CCUS)을 통해 2030년까지 감축하기로 목표한 온실가스량. 국내 직접 감축이 아닌 '기술 의존' 수단의 규모를 보여줍니다."",""sources"":[{""title"":""2030 NDC — CCUS를 통해 1,120만 톤 감축 목표"",""org"":""2050 탄소중립녹색성장위원회"",""year"":2023,""url"":""https://greenium.kr/news/24066/""}],""steps"":[""① 공표 목표량 1,120만 톤을 인용(R)."",""② 전체 감축량 대비 비중을 계산: 2018→2030 총 감축량은 727.6 − 436.6 = 291.0 백만 톤. 11.2 ÷ 291.0 = 3.8%(S)."",""③ 2023년 실적은 상업 규모 CCUS 설비가 가동되지 않아 0으로 표기했습니다.""],""assumptions"":[""국내 상업 규모 CCUS 실적이 사실상 0이라고 전제""],""limits"":""CCUS는 2025년 현재 국내에 상업 규모 설비가 없고, 동해가스전 활용 저장사업 등이 계획 단계입니다. 목표 달성 여부의 불확실성이 다른 감축수단보다 훨씬 큽니다. 이 지표를 '국내 직접감축 외 수단 의존도'의 대리로 볼 때, 국외감축(국제감축)까지 합치면 의존 비중은 더 커집니다 — 다만 국외감축 목표량은 이 대시보드에서 원문 확인을 완료하지 못해 지표에 포함하지 않았습니다."",""badge_reason"":""공표 목표량 인용 R, 비중 계산만 S. 2차 경로 확인이므로 신뢰도 '중'.""}",6
S05-I4,S05,산림 순흡수량,백만 톤 CO₂eq,indirect,15,13,negative,medium,E,low,"41.3백만 톤(2018) → 약 25.5백만 톤(2050) 추정, 산림 노령화로 흡수능 감소",,"[{""y"":2018,""v"":41.3,""b"":""R"",""c"":""high""},{""y"":2030,""v"":34.5,""b"":""E"",""c"":""low""},{""y"":2040,""v"":29.7,""b"":""E"",""c"":""low""},{""y"":2050,""v"":25.5,""b"":""E"",""c"":""low""}]",,"{""definition"":""LULUCF(토지이용·토지이용변화 및 임업) 부문의 순흡수량. 2050 탄소중립에서 '남는 배출'을 상쇄해야 하는 자연 흡수원의 용량을 나타냅니다. 흡수원 감소는 SDG15(육상생태계)의 문제이자 SDG13(기후행동)의 제약 조건입니다."",""sources"":[{""title"":""2019년 국가 온실가스 인벤토리 보고서 — 2018년 산림·농경지·초지·습지 총흡수 45.6, 총배출 4.3, 순흡수 41.3 백만 톤CO₂eq"",""org"":""환경부 온실가스종합정보센터"",""year"":2020,""url"":""https://www.forest.go.kr/newkfsweb/html/HtmlPage.do?pg=/fcm/UI_FCS_122010.html&mn=KFS_02_10_12_20_10&orgId=fcm""},{""title"":""산림 임령 구조 — 2020년 기준 생장이 둔화되는 31~50년생 산림이 75.4%"",""org"":""산림청"",""year"":2021,""url"":""https://www.forest.go.kr/""}],""steps"":[""① 2018년 순흡수량 41.3 백만 톤은 인벤토리 공표값(R)."",""② 흡수능 감소 근거: 국내 산림의 75.4%가 31~50년생으로, 임목 생장률이 정점을 지나 둔화되는 구간에 몰려 있습니다. 벌채·재조림 없이는 흡수량이 구조적으로 감소합니다."",""③ CAGR 외삽(M3): 순흡수량이 연 1.5%씩 감소한다고 가정. 2030년 = 41.3 × 0.985^12 = 34.5, 2040년 = 29.7, 2050년 = 25.5 백만 톤."",""④ 연 1.5%는 임령 분포와 생장곡선으로부터 설정한 개략값이며 산림청 공식 전망이 아닙니다.""],""assumptions"":[""감소율 1.5%/년은 이 대시보드가 설정한 값"",""대규모 산림전용(도시개발·태양광 설치)이나 산불로 인한 급격한 손실은 반영하지 않음"",""반대로 산림순환경영(벌채 후 재조림) 확대에 따른 흡수능 회복도 반영하지 않음""],""limits"":""정부는 2050 탄소중립 시나리오에서 흡수원 확대를 전제하고 있어, 이 추정치(감소 경로)와 정책 목표(유지·확대 경로)는 방향이 반대입니다. 어느 쪽이 실현될지는 산림경영 정책의 강도에 달려 있습니다. 이 지표는 '정책 개입이 없을 경우의 자연 추세'로 읽어야 하며, NDC의 흡수원 목표치와 직접 비교하면 안 됩니다. 또한 재생에너지 설비 확대(S06)가 산지에 집중되면 흡수원 손실이 가속됩니다 — 두 SDGs 목표(7과 15)의 상충 사례입니다."",""badge_reason"":""기준값만 R이고 전 전망구간이 자체 설정 감소율에 의존하므로 E, 신뢰도 '하'.""}",7
S06-D1,S06,무탄소 발전 비중,%,direct,7,"13,9",positive,strong,R,high,39.1%(2023) → 53.0%(2030) → 70.7%(2038),,"[{""y"":2023,""v"":39.1,""b"":""R"",""c"":""high""},{""y"":2030,""v"":53,""b"":""R"",""c"":""high""},{""y"":2038,""v"":70.7,""b"":""R"",""c"":""high""}]",,"{""definition"":""총 발전량 중 원자력·재생에너지·수소/암모니아 등 발전 과정에서 온실가스를 배출하지 않는 전원이 차지하는 비중."",""sources"":[{""title"":""제11차 전력수급기본계획 확정 — 무탄소 발전 비중 2023년 39.1% → 2030년 53.0% → 2038년 70.7%"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.industrynews.co.kr/news/articleView.html?idxno=60527""}],""steps"":[""확정 계획의 공표 수치를 세 시점 모두 그대로 인용했습니다(R). 가공 없음.""],""assumptions"":[""'무탄소'에 원자력이 포함되는 정부 정의를 따름(EU 택소노미 등 국제 기준과 정의가 다를 수 있음)""],""limits"":""'무탄소'는 발전 단계만 본 개념으로, 원전의 사용후핵연료 문제나 태양광 패널의 전주기 배출은 포함하지 않습니다. SDG7(청정에너지)의 국제 지표는 통상 '재생에너지 비중'을 쓰므로, 국제 비교에는 D3를 사용해야 합니다."",""badge_reason"":""확정 계획의 공표값 인용, R.""}",1
S06-D2,S06,원자력 발전 비중,%,direct,7,"13,9",mixed,strong,R,mid,30.7%(2023) → 35.2%(2038),,"[{""y"":2023,""v"":30.7,""b"":""R"",""c"":""mid""},{""y"":2030,""v"":33,""b"":""E"",""c"":""low""},{""y"":2038,""v"":35.2,""b"":""R"",""c"":""high""}]",,"{""definition"":""총 발전량 중 원자력 발전이 차지하는 비중."",""sources"":[{""title"":""제11차 전력수급기본계획 — 2038년 원전 35.2%"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.khan.co.kr/article/202502211941001""},{""title"":""에너지원별 발전량 현황(2023년 원자력 30.7%)"",""org"":""e-나라지표/한국전력"",""year"":2024,""url"":""https://www.index.go.kr/unity/potal/main/EachDtlPageDetail.do?idx_cd=1339""}],""steps"":[""2038년 35.2%는 확정 계획 공표값(R)."",""2023년 30.7%는 발전량 통계 인용(R, 2차 경로라 신뢰도 중)."",""2030년은 공표되지 않아 선형 보간(E).""],""assumptions"":[""신규 원전 준공 시점이 계획대로 진행"",""기존 원전 계속운전 승인이 순조롭게 이뤄짐""],""limits"":""원전 비중은 방향(SDG 영향)이 양면적이라 'mixed'로 분류했습니다. SDG7·13(저탄소 전력) 관점에서는 개선이지만, 사용후핵연료 처분장 미확보와 사고 리스크는 SDG11·12 관점에서 부담입니다. 이 대시보드는 어느 한쪽으로 판정하지 않고 양면을 함께 표기합니다."",""badge_reason"":""공표값 R, 보간점 E.""}",2
